id,Neighborhood,YearBuilt,Price
42522,Rural,2000,261112.4278
42523,Urban,1986,200603.2859
42524,Urban,1960,137635.3644
42525,Rural,2009,218397.2947
42526,Suburb,2010,124811.3063
42527,Urban,1989,374774.2244
42528,Suburb,2009,391055.3069
42529,Rural,1991,198183.5404
42530,Suburb,1953,274379.3386
42531,Suburb,1990,346718.4191
42532,Suburb,1971,354830.249
42533,Suburb,2015,277349.7618
42534,Urban,1983,144892.0854
42535,Rural,1998,339125.0295
42536,Urban,1997,87720.73509
42537,Suburb,1976,204589.9981
42538,Suburb,2008,350845.488
42539,Suburb,1971,153545.0713
42540,Rural,1970,322187.0756
42541,Rural,2012,252605.553
42542,Urban,1950,200034.6104
42543,Rural,1984,253785.6225
42544,Suburb,2003,121371.7043
42545,Suburb,1995,279753.3431
42546,Suburb,1957,297493.4667
42547,Suburb,1999,218383.6125
42548,Suburb,1987,292775.7707
42549,Rural,2016,214218.3026
42550,Urban,1976,376260.1156
42551,Rural,1970,361526.2554
42552,Suburb,1978,286015.3662
42553,Rural,1999,116107.7276
42554,Urban,1995,229927.5724
42555,Urban,2009,198162.9742
42556,Rural,1993,150893.8671
42557,Suburb,2005,224865.5384
42558,Suburb,1989,245003.6203
42559,Rural,1997,330467.2815
42560,Urban,1973,80306.74313
42561,Urban,2019,334576.5315
42562,Rural,1995,275441.5531
42563,Urban,1998,290811.3158
42564,Rural,1955,251367.3303
42565,Rural,1990,232153.9638
42566,Rural,1964,286604.8896
42567,Urban,2017,213232.9028
42568,Rural,1996,288743.8453
42569,Suburb,1962,296047.5764
42570,Urban,2021,263193.1833
42571,Urban,1997,277144.6651
42572,Suburb,2007,132144.5723
42573,Rural,1975,354440.7259
42574,Suburb,1982,187613.1541
42575,Urban,1985,252569.1593
42576,Suburb,2003,271381.0497
42577,Suburb,2000,213286.0469
42578,Urban,2010,379507.7629
42579,Rural,1992,258492.1449
42580,Rural,1974,173934.2075
42581,Rural,1978,246462.4086
42582,Suburb,2004,196522.1656
42583,Suburb,1999,220261.2511
42584,Urban,2010,184645.7456
42585,Suburb,1965,185288.0431
42586,Urban,1957,251885.3137
42587,Suburb,1960,146532.8021
42588,Suburb,1955,206675.5363
42589,Suburb,1989,195271.0754
42590,Urban,1981,281913.1187
42591,Urban,2020,96725.21916
42592,Suburb,1985,96713.30093
42593,Urban,1972,304698.1507
42594,Rural,1996,204726.8345
42595,Suburb,1976,197798.0554
42596,Suburb,1975,146273.3787
42597,Rural,2000,223615.9466
42598,Urban,2004,180313.9476
42599,Suburb,2008,263200.2955
42600,Suburb,2003,311518.5411
42601,Rural,1957,241248.5076
42602,Suburb,1988,251099.0408
42603,Suburb,1973,196785.9312
42604,Suburb,1969,259012.4694
42605,Urban,2020,247476.9147
42606,Suburb,2012,152324.7037
42607,Urban,2000,218979.912
42608,Suburb,1999,170707.3218
42609,Suburb,2016,341875.8182
42610,Suburb,1992,184334.9721
42611,Urban,2009,162537.8718
42612,Rural,1997,33418.9009
42613,Suburb,1969,284254.8944
42614,Suburb,1987,317759.3672
42615,Suburb,1960,343656.6445
42616,Rural,2014,58221.25402
42617,Suburb,1961,208807.5294
42618,Suburb,1985,266164.7009
42619,Urban,1987,330711.9141
42620,Urban,2003,342368.4265
42621,Rural,1974,319240.928
42622,Urban,1971,195384.6928
42623,Urban,1965,327746.7404
42624,Suburb,2017,329143.9429
42625,Suburb,1998,111967.984
42626,Rural,2006,207235.1328
42627,Urban,1990,347036.1674
42628,Urban,2013,36521.06717
42629,Suburb,1957,206279.0927
42630,Urban,2004,205331.7127
42631,Rural,1991,168508.8555
42632,Urban,2000,383558.0583
42633,Urban,1962,100277.2955
42634,Rural,1976,290244.6609
42635,Suburb,1989,286141.5582
42636,Urban,1973,277749.654
42637,Rural,1979,294903.7325
42638,Rural,1986,246863.9663
42639,Urban,1991,242258.6896
42640,Rural,1975,243221.2802
42641,Suburb,2021,284645.2486
42642,Suburb,1951,117358.6659
42643,Urban,1991,244428.5186
42644,Suburb,1993,263983.0137
42645,Suburb,1961,301361.6521
42646,Rural,1973,129056.6195
42647,Rural,1970,334506.3061
42648,Rural,1967,309800.2383
42649,Suburb,1993,240289.2257
42650,Rural,1997,154462.7557
42651,Suburb,1994,188979.2096
42652,Suburb,2016,212267.6175
42653,Rural,1976,97218.49268
42654,Suburb,1969,218721.5994
42655,Urban,2005,362520.2036
42656,Rural,1962,57378.24135
42657,Urban,2020,262745.5294
42658,Suburb,2018,157748.6345
42659,Rural,1989,138012.9916
42660,Suburb,1956,279449.4935
42661,Rural,1967,50610.51912
42662,Rural,2004,162109.1115
42663,Urban,1997,166888.8771
42664,Suburb,1972,310391.0913
42665,Urban,2021,241289.4066
42666,Urban,1959,300201.1371
42667,Urban,1981,267578.3955
42668,Urban,2007,265479.9387
42669,Urban,2008,129031.8161
42670,Suburb,2001,98937.2191
42671,Suburb,2006,348494.0754
42672,Urban,1972,278623.0671
42673,Suburb,1971,256774.4085
42674,Rural,1991,106052.0574
42675,Suburb,1983,273294.5233
42676,Rural,1990,310036.5755
42677,Suburb,1994,230128.7535
42678,Urban,1962,231567.711
42679,Rural,1985,113215.559
42680,Suburb,1979,181559.9263
42681,Suburb,1970,51928.67905
42682,Urban,1953,88248.49029
42683,Suburb,2003,162886.7453
42684,Suburb,1959,262536.9161
42685,Suburb,1985,206038.5148
42686,Suburb,2008,212861.5804
42687,Rural,1955,216806.0528
42688,Urban,1988,179464.3293
42689,Urban,2013,204719.3351
42690,Rural,2001,268959.4951
42691,Urban,1977,179816.9084
42692,Suburb,1953,201877.5081
42693,Suburb,1963,139089.0518
42694,Suburb,2011,204353.3256
42695,Rural,1980,207401.5965
42696,Suburb,1970,290121.956
42697,Suburb,1957,163076.9685
42698,Urban,2002,331808.2865
42699,Suburb,1976,209637.5087
42700,Rural,1993,275332.6738
42701,Rural,1961,226567.5885
42702,Urban,1983,239306.6322
42703,Rural,2021,208906.5588
42704,Rural,2020,117069.9828
42705,Rural,1956,261553.3051
42706,Rural,1996,210799.5999
42707,Rural,1963,206847.5995
42708,Rural,1969,153934.6763
42709,Urban,2007,250379.1935
42710,Suburb,1961,183477.8068
42711,Rural,1998,209919.8211
42712,Rural,1986,345010.0611
42713,Urban,2018,165213.0645
42714,Urban,2012,195940.5091
42715,Rural,2006,276841.2339
42716,Urban,1979,284448.7648
42717,Rural,1952,92564.18901
42718,Suburb,1966,92423.21606
42719,Suburb,2000,118206.8909
42720,Suburb,1990,225259.9825
42721,Rural,1971,240634.8483
42722,Rural,1981,274739.5754
42723,Rural,1961,267100.6639
42724,Suburb,1969,268015.2394
42725,Urban,2006,189289.9512
42726,Urban,1975,392730.2326
42727,Urban,1981,168534.6621
42728,Urban,1993,347494.2627
42729,Rural,2010,134850.3977
42730,Urban,1984,276375.7837
42731,Suburb,1981,238370.1713
42732,Rural,2018,157333.1501
42733,Suburb,2008,155712.3075
42734,Rural,1951,305495.3101
42735,Suburb,2005,282183.9434
42736,Suburb,1978,108362.064
42737,Suburb,1962,283554.7194
42738,Rural,1978,217916.0069
42739,Urban,1975,303015.6702
42740,Urban,1976,176200.1562
42741,Urban,1991,346551.8616
42742,Urban,1973,193706.5474
42743,Rural,1952,201991.5575
42744,Rural,1984,355394.8674
42745,Rural,1958,168718.6978
42746,Urban,1975,226404.9359
42747,Rural,2012,186737.3884
42748,Rural,1965,231046.9192
42749,Rural,1953,257772.273
42750,Suburb,2013,127855.9568
42751,Rural,1977,191940.4327
42752,Urban,1959,296362.4817
42753,Suburb,1975,256183.4934
42754,Suburb,2018,193695.1863
42755,Suburb,1999,162900.7786
42756,Rural,2013,279516.7717
42757,Rural,1997,131794.2925
42758,Rural,2002,340226.8944
42759,Urban,2013,214459.7926
42760,Urban,1971,159274.7148
42761,Urban,2021,216295.0958
42762,Suburb,1977,242962.4368
42763,Urban,1956,262574.3485
42764,Suburb,1968,209434.8876
42765,Rural,1992,209088.0654
42766,Rural,1964,267868.6334
42767,Suburb,1974,283036.6505
42768,Rural,1997,214055.7817
42769,Rural,2001,384149.8057
42770,Rural,2015,224771.0699
42771,Rural,1981,192678.7417
42772,Rural,1987,109923.3396
42773,Urban,1983,193453.1247
42774,Rural,1997,139059.2881
42775,Rural,2021,191423.9753
42776,Suburb,1950,119643.9533
42777,Suburb,1957,303262.9337
42778,Suburb,1990,152423.7354
42779,Rural,1999,285139.4946
42780,Urban,1987,274431.4196
42781,Suburb,2020,194130.468
42782,Suburb,2001,264145.8563
42783,Rural,2000,303858.4475
42784,Urban,1980,401726.1942
42785,Urban,1993,306691.41
42786,Rural,1960,188288.0933
42787,Urban,1975,184828.9796
42788,Suburb,2010,257807.5355
42789,Urban,1970,221271.0568
42790,Suburb,1972,177667.7293
42791,Urban,1982,84830.68018
42792,Suburb,1981,238259.0303
42793,Suburb,1972,292298.9325
42794,Suburb,1958,281260.9569
42795,Rural,1952,260626.1098
42796,Rural,1976,181636.7376
42797,Urban,1992,290063.4805
42798,Urban,1987,110096.3014
42799,Urban,1960,293417.7988
42800,Suburb,1991,215254.8687
42801,Suburb,2014,284936.7659
42802,Urban,2014,367277.0932
42803,Suburb,2002,85823.36139
42804,Suburb,1951,280042.3281
42805,Suburb,1994,280092.3486
42806,Rural,1970,214062.2872
42807,Urban,1956,260472.7156
42808,Urban,1952,131871.9278
42809,Rural,1951,321304.2199
42810,Urban,1990,225159.8016
42811,Suburb,2004,111903.3624
42812,Suburb,1984,343791.306
42813,Urban,2004,218532.5535
42814,Urban,1968,298766.6461
42815,Suburb,1984,225026.4029
42816,Suburb,2010,153433.3084
42817,Urban,1978,286974.375
42818,Urban,2011,198337.8264
42819,Suburb,1968,262928.5604
42820,Rural,1970,140288.8433
42821,Rural,1982,209751.9727
42822,Suburb,1968,198385.0185
42823,Suburb,1970,247513.8008
42824,Suburb,1992,94399.42043
42825,Rural,1993,334814.5393
42826,Rural,2017,277644.6232
42827,Rural,1981,113155.2061
42828,Rural,1984,156796.1598
42829,Urban,2020,170315.9972
42830,Rural,2000,301720.1033
42831,Suburb,2007,265104.1677
42832,Rural,1989,206216.0153
42833,Suburb,1972,122248.1466
42834,Suburb,1996,173105.4839
42835,Rural,1974,190182.9676
42836,Suburb,1978,270035.78
42837,Suburb,1959,210168.3611
42838,Rural,2012,326414.0024
42839,Urban,1956,54569.02568
42840,Rural,1961,253033.8404
42841,Urban,2020,227036.8377
42842,Rural,1996,267369.6984
42843,Urban,1989,299889.1732
42844,Suburb,1997,227594.4899
42845,Urban,1992,289419.0961
42846,Urban,1999,347093.0999
42847,Suburb,1993,165123.2974
42848,Rural,2005,106855.0087
42849,Urban,2002,310740.8986
42850,Rural,1996,169645.4427
42851,Urban,1974,265216.0852
42852,Suburb,1997,72475.11677
42853,Rural,1973,184118.8676
42854,Urban,1994,44616.98725
42855,Urban,1989,303223.3885
42856,Rural,2007,189550.2708
42857,Rural,2011,256451.636
42858,Suburb,1977,380390.1727
42859,Suburb,1953,212610.5538
42860,Rural,2001,132285.8888
42861,Suburb,1965,62971.30524
42862,Urban,1987,312774.3859
42863,Suburb,2020,288004.0374
42864,Rural,1959,271286.9478
42865,Urban,1983,155979.1582
42866,Suburb,1957,166452.9004
42867,Urban,1956,361064.5211
42868,Suburb,1989,210574.1575
42869,Suburb,2000,181517.3278
42870,Rural,2016,282452.4182
42871,Urban,1993,159658.12
42872,Suburb,1986,167360.8026
42873,Urban,1996,346985.5613
42874,Rural,1952,196906.7513
42875,Rural,1982,307354.4138
42876,Urban,1970,203533.4726
42877,Rural,1962,159636.0019
42878,Urban,1997,313396.0337
42879,Rural,2005,134676.0473
42880,Suburb,2005,271795.413
42881,Suburb,1964,203507.0354
42882,Urban,1997,209352.4133
42883,Suburb,2006,279018.8188
42884,Urban,1992,229725.5911
42885,Rural,1957,251466.9302
42886,Urban,1979,244180.6397
42887,Urban,2006,365201.9677
42888,Rural,1975,117960.9356
42889,Urban,2019,118961.1135
42890,Suburb,2017,154048.0693
42891,Suburb,1978,96560.65729
42892,Urban,1982,293044.3153
42893,Suburb,1969,232664.7671
42894,Urban,2020,257912.8621
42895,Urban,2016,149401.756
42896,Urban,1997,66165.76686
42897,Suburb,1967,211585.6162
42898,Suburb,1972,284929.4569
42899,Rural,2002,356528.9221
42900,Suburb,1965,311101.3592
42901,Rural,2004,258599.1543
42902,Suburb,1986,298722.9209
42903,Rural,2004,122092.1393
42904,Rural,2009,294016.2861
42905,Urban,2009,239555.7105
42906,Urban,1980,264540.3641
42907,Urban,1985,122037.5882
42908,Rural,1999,179592.5258
42909,Urban,1997,144672.054
42910,Urban,1975,318666.7613
42911,Rural,1998,147046.5786
42912,Urban,1951,219538.8058
42913,Urban,1986,302370.1897
42914,Suburb,1989,340247.7924
42915,Suburb,1968,180374.0607
42916,Suburb,1983,160762.9257
42917,Urban,1987,130717.3884
42918,Rural,1988,301390.9661
42919,Urban,1996,237017.314
42920,Urban,1958,149632.3422
42921,Urban,1967,370700.3019
42922,Rural,1968,234815.4702
42923,Suburb,1967,320898.4283
42924,Rural,2015,245118.6254
42925,Suburb,1994,174995.8775
42926,Rural,1978,144933.1494
42927,Urban,2012,169806.0513
42928,Rural,2011,151170.0795
42929,Urban,2017,207166.9566
42930,Urban,1991,131715.075
42931,Rural,1984,205043.5606
42932,Rural,1957,279208.564
42933,Rural,1974,219551.1959
42934,Urban,2013,252922.1539
42935,Urban,2011,176772.154
42936,Urban,1976,344945.445
42937,Suburb,2003,156244.209
42938,Suburb,2005,224773.0756
42939,Urban,1989,177962.7601
42940,Urban,1965,205490.4587
42941,Urban,1978,317474.8875
42942,Urban,2004,22515.67941
42943,Rural,1964,186944.028
42944,Suburb,1954,213780.2356
42945,Rural,2010,97936.49301
42946,Rural,2013,175590.9976
42947,Suburb,1968,165775.2718
42948,Suburb,1962,245065.5634
42949,Urban,2003,279834.2478
42950,Urban,2009,212804.6894
42951,Urban,2002,146663.8197
42952,Rural,2014,202868.5348
42953,Urban,1985,278077.2754
42954,Rural,1988,115154.5542
42955,Suburb,2004,85890.84528
42956,Suburb,2020,219456.2405
42957,Suburb,1954,116740.7355
42958,Rural,1969,137377.2826
42959,Urban,1951,287501.3887
42960,Rural,1994,116429.8926
42961,Suburb,1993,217970.793
42962,Urban,1952,201133.8876
42963,Suburb,2019,247975.8687
42964,Rural,1976,132723.5068
42965,Rural,1969,152558.9237
42966,Rural,1958,269227.4798
42967,Suburb,1953,293546.8542
42968,Rural,1977,209730.3898
42969,Suburb,2004,140720.7502
42970,Urban,1983,282025.6636
42971,Rural,1961,261125.4274
42972,Suburb,1977,235674.3692
42973,Urban,2019,154161.7962
42974,Rural,1979,343949.8142
42975,Urban,1977,246999.4575
42976,Rural,2004,251270.4613
42977,Rural,1963,198079.21
42978,Rural,1972,332955.2473
42979,Suburb,1975,298128.7102
42980,Suburb,1988,168273.6392
42981,Urban,1986,178641.3536
42982,Urban,1969,167717.6905
42983,Rural,1958,210056.6068
42984,Urban,1997,253428.8161
42985,Rural,2020,242287.0493
42986,Urban,2020,248510.5975
42987,Suburb,1993,348979.1388
42988,Rural,1984,190125.2473
42989,Urban,2014,270250.0096
42990,Suburb,1987,179180.1761
42991,Urban,1979,320123.6984
42992,Urban,1971,284706.6802
42993,Rural,1984,224844.0009
42994,Rural,2021,228599.7026
42995,Rural,1985,251514.8527
42996,Urban,1985,328523.2857
42997,Urban,1953,270660.2892
42998,Rural,2008,253286.3502
42999,Urban,2000,294831.0211
43000,Suburb,1956,175472.2409
43001,Rural,1953,196071.3477
43002,Urban,1978,260909.9261
43003,Urban,2000,116050.56
43004,Suburb,1951,221592.2317
43005,Rural,1994,192384.8832
43006,Urban,2003,208425.5815
43007,Rural,1989,286358.4142
43008,Suburb,1967,155432.5697
43009,Suburb,2005,221773.2984
43010,Suburb,1997,147735.6041
43011,Urban,1994,250011.0644
43012,Urban,1969,72926.03063
43013,Urban,2002,284816.393
43014,Suburb,2007,296447.2653
43015,Suburb,2006,292414.9391
43016,Urban,2021,196398.5298
43017,Urban,1955,221335.1217
43018,Rural,2017,210368.2665
43019,Suburb,1960,204773.9359
43020,Rural,1996,199356.7508
43021,Urban,1996,270255.8616
43022,Urban,1993,232079.739
43023,Suburb,1970,324674.8624
43024,Suburb,1976,201551.1563
43025,Rural,1999,244122.5786
43026,Rural,1964,247030.8311
43027,Rural,1971,63853.7726
43028,Suburb,2001,170087.1796
43029,Urban,1999,181914.4591
43030,Suburb,2008,267397.0928
43031,Urban,2002,220881.4503
43032,Suburb,1996,179452.0867
43033,Suburb,1977,262511.8643
43034,Urban,1971,325353.3389
43035,Suburb,1973,184305.8483
43036,Suburb,1970,173763.301
43037,Suburb,2019,316548.3552
43038,Rural,1988,179975.6419
43039,Rural,2002,43639.33963
43040,Suburb,1969,293438.5434
43041,Rural,1958,197877.5184
43042,Rural,1989,345896.0162
43043,Suburb,2011,284130.9515
43044,Urban,1985,217084.3442
43045,Urban,1991,301676.1149
43046,Suburb,1960,333726.2033
43047,Urban,1964,320236.9303
43048,Urban,1969,238129.149
43049,Rural,1964,130926.1705
43050,Urban,2000,274346.5405
43051,Urban,1987,211273.3621
43052,Rural,1963,231326.9565
43053,Urban,2008,156308.4139
43054,Urban,2000,177709.221
43055,Urban,1953,185530.4003
43056,Suburb,2006,231302.6788
43057,Suburb,2009,180306.811
43058,Suburb,1953,142032.1342
43059,Urban,2015,204679.9051
43060,Suburb,2012,83373.91244
43061,Suburb,2014,81008.22134
43062,Suburb,1988,115707.3687
43063,Rural,1951,305564.6371
43064,Rural,1957,256911.3122
43065,Urban,1967,279734.7903
43066,Suburb,2016,151501.7198
43067,Suburb,1996,209004.3631
43068,Suburb,1978,340108.9332
43069,Suburb,1979,143077.8755
43070,Rural,1994,181807.2376
43071,Rural,2008,289941.4456
43072,Rural,1999,203420.7669
43073,Urban,2008,282641.7862
43074,Rural,2004,329686.9213
43075,Urban,2006,281249.1124
43076,Suburb,1987,223232.9156
43077,Urban,1952,233083.4241
43078,Urban,1961,297779.2839
43079,Urban,1976,153960.949
43080,Urban,2021,200339.8045
43081,Rural,1970,145470.0467
43082,Rural,1959,137021.8059
43083,Rural,1966,165941.0498
43084,Urban,1962,187204.7309
43085,Suburb,1956,138843.9817
43086,Suburb,1955,184580.8012
43087,Urban,2000,244968.9292
43088,Suburb,1978,172242.9947
43089,Suburb,1986,309457.7007
43090,Suburb,1965,252031.2381
43091,Rural,1973,434614.7863
43092,Rural,1978,154527.6323
43093,Rural,2020,255279.7916
43094,Urban,1985,125056.527
43095,Urban,2021,188959.6546
43096,Rural,1954,275536.2792
43097,Rural,1961,227298.7593
43098,Suburb,2013,112045.6793
43099,Urban,2020,287586.6116
43100,Rural,1994,197776.108
43101,Urban,1969,320958.6942
43102,Urban,2005,210634.6808
43103,Urban,1968,338767.6376
43104,Rural,2007,286771.7107
43105,Rural,1985,271910.2521
43106,Rural,2003,171245.977
43107,Suburb,1999,81837.223
43108,Suburb,1954,186406.306
43109,Suburb,2010,249626.5697
43110,Suburb,1997,277291.3694
43111,Suburb,1998,430569.2163
43112,Urban,1981,363645.8554
43113,Rural,1965,182237.3989
43114,Rural,2017,266776.4368
43115,Suburb,1972,246503.6082
43116,Suburb,1967,135545.3788
43117,Suburb,2014,349330.6254
43118,Rural,1997,231013.3377
43119,Urban,1971,320842.3947
43120,Rural,1962,331325.7041
43121,Suburb,1978,194304.0992
43122,Rural,1967,132340.4289
43123,Urban,1994,217072.7516
43124,Urban,2003,194317.1753
43125,Suburb,1990,210814.7227
43126,Suburb,2014,239385.2892
43127,Suburb,1999,230093.3296
43128,Urban,1978,348955.9678
43129,Suburb,1964,303756.7483
43130,Urban,1979,42928.09448
43131,Urban,1980,122104.4967
43132,Urban,1981,230195.247
43133,Urban,2000,320938.8303
43134,Suburb,1971,66851.21596
43135,Rural,2004,123206.4398
43136,Rural,1998,332771.1789
43137,Suburb,1976,220584.4007
43138,Suburb,1959,307429.2681
43139,Urban,1957,117751.4613
43140,Suburb,1985,54520.38518
43141,Urban,1962,292396.8916
43142,Suburb,2001,204603.1122
43143,Urban,1987,181869.3995
43144,Suburb,1989,168778.0541
43145,Urban,1981,366969.0784
43146,Urban,1994,294580.1923
43147,Rural,1968,244555.7618
43148,Urban,2018,310846.2015
43149,Suburb,2016,117203.3802
43150,Suburb,1978,293034.93
43151,Rural,1959,372886.5589
43152,Suburb,1962,189360.6414
43153,Urban,1998,192818.2683
43154,Rural,2021,149152.6714
43155,Urban,1969,208922.6995
43156,Suburb,1985,175494.9068
43157,Rural,1974,155702.6388
43158,Urban,1967,286869.1841
43159,Rural,2016,310383.2505
43160,Urban,1983,171849.5072
43161,Urban,2008,255569.7926
43162,Rural,1987,189542.3781
43163,Urban,1992,294878.604
43164,Urban,1954,292111.8382
43165,Suburb,1989,145441.0309
43166,Urban,1968,288256.0078
43167,Rural,1951,147650.9339
43168,Suburb,2000,344925.1442
43169,Rural,2010,177270.1525
43170,Suburb,1982,248755.3439
43171,Urban,1954,269597.2245
43172,Rural,1950,150427.3594
43173,Suburb,2013,98343.23733
43174,Suburb,1958,163573.7511
43175,Rural,1961,253575.3053
43176,Suburb,2009,183471.111
43177,Suburb,1971,245263.4517
43178,Rural,1969,172110.7944
43179,Urban,1976,218753.8813
43180,Urban,2003,251695.4023
43181,Urban,1960,281604.287
43182,Rural,1994,234975.2641
43183,Rural,1959,56335.80496
43184,Suburb,1955,244237.7182
43185,Rural,2018,83303.06633
43186,Urban,2015,255971.6959
43187,Suburb,1950,102381.533
43188,Rural,1959,157996.5875
43189,Rural,1993,167408.0123
43190,Suburb,1971,270259.0935
43191,Urban,1955,323496.8554
43192,Urban,1966,362819.0356
43193,Suburb,2016,115106.3006
43194,Rural,1984,71799.49743
43195,Suburb,1973,69526.15305
43196,Suburb,2003,312217.92
43197,Suburb,1952,165602.191
43198,Urban,1990,232546.5998
43199,Suburb,1977,222128.9587
43200,Rural,2019,148893.7587
43201,Urban,1985,307071.4412
43202,Suburb,2011,392958.7225
43203,Suburb,1972,287241.7539
43204,Rural,1996,130111.2675
43205,Urban,1966,237921.2063
43206,Rural,1990,260085.7627
43207,Rural,1954,233757.6923
43208,Suburb,2011,278238.343
43209,Rural,2006,260227.2935
43210,Urban,2015,234122.8077
43211,Urban,1954,218077.4385
43212,Suburb,2015,146610.3094
43213,Rural,1964,175912.4903
43214,Suburb,1975,288919.9509
43215,Suburb,1957,335500.968
43216,Suburb,1994,176284.9412
43217,Urban,2011,93513.96644
43218,Suburb,1965,125408.3433
43219,Rural,1971,356167.2511
43220,Suburb,1998,257676.5412
43221,Urban,2005,203055.9563
43222,Suburb,1972,179230.1218
43223,Rural,1957,172451.94
43224,Urban,2020,59434.6526
43225,Rural,1975,275039.0513
43226,Suburb,1971,296412.1648
43227,Suburb,2002,301040.9867
43228,Rural,1975,124537.0055
43229,Urban,1985,332949.5488
43230,Rural,1984,326740.7334
43231,Urban,2015,147648.8531
43232,Urban,1952,199557.701
43233,Suburb,1994,207739.6189
43234,Suburb,2020,201695.9583
43235,Urban,1985,288023.4172
43236,Suburb,1975,107471.8711
43237,Urban,1985,205604.9354
43238,Rural,2005,222818.1071
43239,Rural,2012,265027.403
43240,Rural,1956,197492.9354
43241,Rural,1993,189996.1539
43242,Rural,2007,188628.9435
43243,Rural,1983,181868.9253
43244,Rural,1975,135144.5475
43245,Urban,1995,305171.7527
43246,Suburb,1958,175163.8193
43247,Rural,1989,136938.9584
43248,Urban,1984,208915.7704
43249,Urban,1994,164163.3537
43250,Suburb,1986,287976.9948
43251,Urban,1962,368061.4017
43252,Rural,1993,201069.5568
43253,Suburb,1992,169020.4576
43254,Suburb,1959,219546.213
43255,Suburb,2005,289745.3418
43256,Suburb,1996,166259.0157
43257,Urban,1995,103926.0124
43258,Suburb,1951,335683.0593
43259,Suburb,1966,183597.8287
43260,Urban,2019,194166.1364
43261,Urban,2012,309086.59
43262,Rural,2008,197259.2083
43263,Rural,2004,151710.8715
43264,Rural,1959,226796.2226
43265,Suburb,1964,122152.938
43266,Suburb,2000,374043.5817
43267,Urban,1996,155126.6759
43268,Urban,1967,205391.8053
43269,Urban,1954,171097.739
43270,Urban,1989,155945.3355
43271,Suburb,1970,221543.1217
43272,Suburb,1998,165313.1749
43273,Suburb,1978,252469.5868
43274,Suburb,1965,250270.3025
43275,Suburb,1993,209533.6748
43276,Suburb,2020,243204.4107
43277,Rural,1970,317907.1129
43278,Rural,1999,112005.0124
43279,Rural,1973,202540.8701
43280,Suburb,1985,332303.5317
43281,Rural,1999,384429.0828
43282,Suburb,1952,362477.9869
43283,Rural,2001,142957.5694
43284,Suburb,1983,139108.2025
43285,Urban,1972,253985.6198
43286,Urban,1981,147274.298
43287,Suburb,1958,295086.3331
43288,Urban,1975,246447.9184
43289,Urban,1996,288540.7458
43290,Rural,1964,329460.4896
43291,Urban,1980,237663.0866
43292,Rural,1977,306131.0639
43293,Urban,2001,421869.9251
43294,Rural,1958,196202.5126
43295,Urban,1954,183133.1014
43296,Rural,1965,162104.7033
43297,Rural,2007,138493.2698
43298,Rural,1982,292782.5622
43299,Urban,1965,104980.1669
43300,Urban,1971,182130.6249
43301,Rural,2004,153796.3914
43302,Urban,1983,188432.6168
43303,Urban,1996,87433.84564
43304,Urban,2020,348044.9685
43305,Suburb,2017,118983.8303
43306,Urban,1951,329542.325
43307,Rural,1962,309592.0801
43308,Urban,1961,382619.4692
43309,Rural,2010,173446.7834
43310,Rural,2021,55111.62748
43311,Rural,1989,354598.0951
43312,Urban,2015,237124.1147
43313,Rural,1955,270112.1657
43314,Urban,1955,211503.9965
43315,Rural,1971,314577.6343
43316,Rural,1964,157389.8829
43317,Urban,1970,194092.5505
43318,Rural,1989,318291.1339
43319,Rural,2021,192579.7623
43320,Rural,1965,189049.8639
43321,Urban,1960,185894.3066
43322,Urban,2007,197514.9958
43323,Rural,1954,228272.6372
43324,Suburb,1979,390851.3327
43325,Urban,2006,274072.8806
43326,Suburb,1978,232308.1934
43327,Urban,2003,360916.3604
43328,Urban,2014,181330.8513
43329,Urban,1975,264269.1461
43330,Rural,1968,128303.7845
43331,Suburb,1988,109902.2583
43332,Urban,1953,178495.8442
43333,Suburb,1969,246726.8753
43334,Urban,1990,238587.4922
43335,Rural,2012,194008.5532
43336,Suburb,1984,149552.3707
43337,Urban,2017,329439.3159
43338,Rural,1959,174984.5313
43339,Urban,1995,270936.2242
43340,Rural,1995,289095.6665
43341,Suburb,1988,209676.5674
43342,Urban,2006,273082.8968
43343,Rural,1983,303638.7429
43344,Rural,1986,168201.5911
43345,Urban,1980,387458.1909
43346,Suburb,1982,327906.6116
43347,Urban,1964,284302.7262
43348,Urban,2020,276666.6955
43349,Suburb,1951,163033.283
43350,Urban,1981,46015.65662
43351,Suburb,2003,186751.4486
43352,Urban,1983,195850.0567
43353,Rural,1975,219791.0444
43354,Suburb,1953,217391.147
43355,Rural,1963,198449.5321
43356,Rural,2021,205016.1357
43357,Rural,1987,104614.8515
43358,Suburb,2007,190218.3934
43359,Suburb,1968,112215.5466
43360,Urban,2011,161372.397
43361,Urban,1991,239279.4606
43362,Urban,1975,269632.3825
43363,Urban,1951,193673.6721
43364,Rural,1966,196675.2857
43365,Suburb,2017,230919.4553
43366,Suburb,1980,235575.1658
43367,Suburb,1951,239445.1735
43368,Rural,2002,279465.5929
43369,Suburb,1997,149488.7464
43370,Rural,2018,160715.7293
43371,Urban,2012,245488.2232
43372,Suburb,1999,74929.11751
43373,Urban,1976,244359.5562
43374,Suburb,1983,90879.1048
43375,Urban,1986,249991.113
43376,Suburb,1985,371237.8898
43377,Rural,1995,221496.9074
43378,Urban,1991,255595.1182
43379,Urban,2019,359994.28
43380,Rural,1957,138737.8608
