id,SquareFeet,Bedrooms,Bathrooms
37263,1079,3,3
37264,1065,4,3
37265,1135,2,1
37266,1398,3,1
37267,2726,5,2
37268,1346,3,3
37269,2871,4,1
37270,2984,4,2
37271,1058,2,3
37272,1777,5,1
37273,1518,3,2
37274,2903,3,1
37275,1713,3,2
37276,2867,3,2
37277,1976,2,3
37278,2260,2,1
37279,2803,2,2
37280,1078,4,3
37281,2581,2,1
37282,2778,2,3
37283,2823,5,3
37284,2695,5,1
37285,1114,5,2
37286,1985,5,3
37287,2485,2,1
37288,2649,2,1
37289,1125,4,1
37290,2625,3,2
37291,1572,3,1
37292,1964,5,2
37293,1499,4,2
37294,1828,2,1
37295,2125,3,1
37296,1625,5,3
37297,2197,5,2
37298,1451,3,3
37299,2115,3,2
37300,2718,3,1
37301,1384,2,3
37302,2228,3,3
37303,1362,4,1
37304,2730,4,1
37305,2840,3,3
37306,1497,2,1
37307,1536,5,1
37308,2257,3,2
37309,1015,3,1
37310,1980,3,2
37311,2164,4,2
37312,2971,4,1
37313,1619,5,1
37314,2443,2,3
37315,2479,3,2
37316,1299,3,2
37317,1338,3,1
37318,1302,5,1
37319,2915,3,3
37320,1591,4,1
37321,1075,2,1
37322,2811,4,3
37323,1913,3,2
37324,2973,5,1
37325,1779,4,1
37326,2647,2,2
37327,1920,5,2
37328,2339,3,3
37329,2523,3,2
37330,2098,5,1
37331,2749,4,2
37332,1365,4,3
37333,2569,5,1
37334,1652,4,3
37335,2005,2,3
37336,2701,5,3
37337,1395,2,3
37338,2254,5,3
37339,1803,2,2
37340,2051,3,3
37341,2498,3,3
37342,2318,4,3
37343,1844,5,1
37344,2450,3,3
37345,1871,5,1
37346,2114,5,2
37347,1114,2,3
37348,2182,3,3
37349,2281,4,3
37350,1372,4,2
37351,1849,4,1
37352,1089,5,3
37353,1756,4,2
37354,2321,5,2
37355,1030,3,3
37356,2852,5,1
37357,1357,4,1
37358,2847,3,2
37359,1469,4,2
37360,2763,5,1
37361,2874,5,1
37362,2151,4,2
37363,2805,3,1
37364,1269,5,3
37365,2521,2,1
37366,2436,2,1
37367,1208,2,1
37368,1689,2,3
37369,2329,4,3
37370,2214,5,3
37371,2380,3,2
37372,1456,2,3
37373,1448,4,1
37374,1067,3,1
37375,2862,4,2
37376,2802,5,2
37377,2805,2,1
37378,1873,3,1
37379,1466,3,3
37380,2383,4,2
37381,2410,4,3
37382,1127,5,3
37383,2799,3,3
37384,1732,2,3
37385,2777,2,3
37386,2508,3,1
37387,2267,3,3
37388,2962,5,2
37389,2928,2,2
37390,2042,2,3
37391,2419,4,2
37392,2690,4,2
37393,2252,2,1
37394,1367,3,1
37395,1057,3,3
37396,2304,4,1
37397,1556,3,3
37398,2125,5,2
37399,1047,3,2
37400,1561,3,1
37401,1592,3,2
37402,1811,4,3
37403,1058,3,3
37404,1160,2,1
37405,1102,4,2
37406,1845,3,2
37407,1411,3,3
37408,1785,5,3
37409,1182,3,1
37410,1416,4,1
37411,2139,3,1
37412,2897,4,1
37413,1398,2,3
37414,1956,3,1
37415,1778,4,3
37416,2699,2,2
37417,1654,4,1
37418,1436,3,3
37419,1317,4,2
37420,2839,3,1
37421,1605,4,1
37422,2273,2,3
37423,1910,3,3
37424,2470,2,3
37425,1496,3,1
37426,2366,4,2
37427,1426,2,1
37428,1817,3,1
37429,2851,2,3
37430,2022,5,2
37431,1239,2,1
37432,2082,3,3
37433,2550,4,1
37434,1796,5,3
37435,1202,5,1
37436,2772,5,3
37437,2489,2,1
37438,2319,3,3
37439,1286,2,1
37440,1072,5,2
37441,1725,5,2
37442,2546,5,3
37443,1336,2,2
37444,2760,5,2
37445,2341,4,1
37446,1202,3,2
37447,1230,5,2
37448,1903,3,2
37449,2586,2,2
37450,2080,5,3
37451,1643,4,2
37452,2443,5,3
37453,1914,4,2
37454,1279,4,1
37455,1808,3,2
37456,2328,3,1
37457,1465,2,2
37458,1736,4,2
37459,2197,4,1
37460,1803,3,3
37461,1265,2,1
37462,1246,3,3
37463,1077,3,1
37464,2670,2,2
37465,2675,4,3
37466,1853,4,3
37467,1252,2,2
37468,1474,4,3
37469,1175,2,1
37470,2444,2,3
37471,1970,3,1
37472,2955,4,1
37473,2595,4,2
37474,2484,2,2
37475,2887,3,2
37476,1253,3,1
37477,2543,4,3
37478,1902,5,1
37479,1106,2,3
37480,2194,4,1
37481,1057,4,2
37482,2360,5,2
37483,2365,5,1
37484,1941,3,3
37485,2313,3,1
37486,1083,3,2
37487,2140,3,2
37488,1711,2,2
37489,2557,5,3
37490,2242,4,1
37491,2761,3,3
37492,2940,4,1
37493,2806,2,1
37494,1900,3,2
37495,2125,2,2
37496,1656,3,3
37497,1455,4,2
37498,1658,2,1
37499,1772,3,2
37500,1790,4,1
37501,1850,4,3
37502,1525,4,2
37503,1265,3,2
37504,2310,4,1
37505,1140,4,2
37506,1894,3,3
37507,1405,2,3
37508,1292,4,2
37509,2958,3,1
37510,2929,2,3
37511,2054,4,2
37512,2194,3,2
37513,1354,5,3
37514,1204,3,1
37515,2501,4,2
37516,1993,2,2
37517,2955,2,1
37518,1290,2,1
37519,1110,4,2
37520,2091,4,1
37521,2718,2,1
37522,1372,2,1
37523,1195,2,2
37524,1125,2,1
37525,2710,3,3
37526,1261,4,3
37527,1886,5,1
37528,1923,2,3
37529,2821,3,1
37530,1154,5,1
37531,2604,5,3
37532,1107,2,2
37533,2446,2,1
37534,1034,3,1
37535,2894,2,3
37536,2067,5,3
37537,1654,2,1
37538,1722,3,3
37539,1997,3,2
37540,1415,3,2
37541,1999,3,2
37542,1284,3,1
37543,2470,2,3
37544,1517,4,3
37545,2753,3,1
37546,1026,4,1
37547,1226,2,3
37548,2819,3,1
37549,2924,4,3
37550,2448,4,3
37551,2591,5,1
37552,2391,4,1
37553,2333,5,1
37554,1847,5,1
37555,2128,4,1
37556,1017,5,1
37557,2228,4,3
37558,1042,5,2
37559,1088,3,1
37560,1585,3,3
37561,1156,3,3
37562,2289,4,3
37563,1133,4,3
37564,1463,2,1
37565,2624,4,3
37566,2771,2,2
37567,2155,2,1
37568,1740,3,2
37569,2057,4,2
37570,1082,4,3
37571,1928,2,2
37572,2155,2,1
37573,2451,4,3
37574,1865,2,1
37575,1203,4,1
37576,2822,4,2
37577,2359,5,2
37578,1961,2,1
37579,1496,3,3
37580,1441,4,1
37581,1827,2,2
37582,2281,2,1
37583,2315,2,2
37584,2989,4,1
37585,2148,4,2
37586,2979,4,1
37587,2686,2,2
37588,1870,3,3
37589,2782,5,3
37590,2198,3,3
37591,2907,4,3
37592,2515,4,1
37593,1868,4,1
37594,2837,3,2
37595,1079,3,1
37596,2642,4,1
37597,1811,5,2
37598,1914,5,1
37599,2328,2,3
37600,2533,3,3
37601,2367,5,1
37602,1569,4,1
37603,2114,3,2
37604,2670,2,1
37605,1861,2,3
37606,1168,3,2
37607,2357,4,2
37608,2657,5,2
37609,2011,3,1
37610,1235,4,1
37611,1398,3,1
37612,1587,2,2
37613,1820,3,2
37614,2012,4,3
37615,1476,4,3
37616,2558,2,1
37617,1844,4,1
37618,1584,4,3
37619,2111,2,3
37620,1614,4,1
37621,1605,4,1
37622,1960,3,1
37623,2851,3,1
37624,1777,3,3
37625,2276,3,1
37626,1357,5,1
37627,2081,3,3
37628,2966,3,3
37629,2422,3,1
37630,1520,2,1
37631,1524,3,2
37632,2942,5,1
37633,2440,5,1
37634,1392,5,3
37635,2666,4,1
37636,2245,2,1
37637,2352,3,2
37638,2395,3,1
37639,2534,4,1
37640,1152,2,3
37641,1892,4,2
37642,2902,5,1
37643,1983,4,2
37644,1479,2,1
37645,1582,4,1
37646,2955,2,3
37647,1856,4,1
37648,1019,2,2
37649,1592,3,2
37650,2973,5,1
37651,1227,2,2
37652,2369,4,3
37653,1018,4,2
37654,1443,5,2
37655,2700,3,1
37656,1367,3,2
37657,1898,3,3
37658,2642,2,2
37659,1888,5,3
37660,2883,2,3
37661,1725,2,3
37662,2774,2,3
37663,1146,2,2
37664,2716,4,2
37665,2527,4,1
37666,1429,4,3
37667,1847,2,1
37668,2463,3,3
37669,1197,4,3
37670,1996,5,3
37671,2310,4,2
37672,1564,2,3
37673,1368,2,3
37674,2263,2,1
37675,1801,4,3
37676,2310,3,1
37677,1699,2,2
37678,2418,5,2
37679,1995,2,3
37680,1517,3,3
37681,2818,3,1
37682,1774,3,1
37683,1560,2,2
37684,2887,5,3
37685,2735,5,3
37686,1059,2,1
37687,1544,4,1
37688,2016,4,2
37689,1302,5,2
37690,2267,4,3
37691,2707,4,1
37692,2230,5,2
37693,2398,4,1
37694,1282,4,2
37695,1477,2,3
37696,2045,4,2
37697,1558,5,2
37698,1348,2,1
37699,2512,5,2
37700,2967,2,1
37701,1669,5,3
37702,1257,3,3
37703,1654,2,2
37704,2070,2,3
37705,2050,2,1
37706,2990,5,1
37707,2050,3,2
37708,2420,2,3
37709,2974,3,1
37710,1144,4,1
37711,1586,2,1
37712,2722,4,1
37713,1521,2,1
37714,2144,3,3
37715,1800,4,2
37716,2485,5,2
37717,2700,2,1
37718,1381,2,3
37719,1775,3,3
37720,1672,5,1
37721,2926,2,3
37722,2441,4,2
37723,1326,5,1
37724,2414,5,1
37725,2320,3,2
37726,1629,4,2
37727,2846,4,3
37728,2798,2,3
37729,1083,2,2
37730,1145,5,3
37731,2194,5,2
37732,2357,3,3
37733,1423,5,3
37734,2332,3,1
37735,2549,3,1
37736,1660,4,2
37737,2904,4,2
37738,1762,5,2
37739,1568,5,3
37740,1346,4,1
37741,2325,5,1
37742,2945,4,2
37743,1346,2,3
37744,1407,5,2
37745,1132,3,1
37746,2705,2,1
37747,1613,2,1
37748,1987,5,1
37749,1105,4,2
37750,1170,3,2
37751,1639,4,2
37752,2273,5,3
37753,2567,4,1
37754,2751,5,2
37755,1261,5,2
37756,2865,3,1
37757,1493,5,2
37758,2267,3,3
37759,2474,2,1
37760,1902,4,2
37761,2820,5,3
37762,1289,4,2
37763,2286,4,1
37764,2872,3,1
37765,2868,4,1
37766,2337,4,3
37767,1084,4,1
37768,2438,5,1
37769,2352,4,3
37770,1044,2,3
37771,1814,3,1
37772,1332,2,3
37773,1464,3,3
37774,1199,4,2
37775,2224,3,2
37776,1328,5,1
37777,2703,5,2
37778,1239,2,1
37779,2907,5,3
37780,1797,4,2
37781,1701,2,3
37782,1582,2,2
37783,1656,2,2
37784,2382,5,2
37785,2924,3,3
37786,1720,5,2
37787,1359,2,2
37788,2401,3,2
37789,1384,2,3
37790,2743,2,1
37791,2488,3,2
37792,2245,3,2
37793,1798,2,2
37794,2698,2,1
37795,1364,5,1
37796,1071,5,3
37797,2263,5,2
37798,1503,4,1
37799,2437,2,3
37800,1126,5,1
37801,2510,2,2
37802,2620,4,1
37803,2550,5,1
37804,2271,5,1
37805,1481,2,2
37806,2335,2,1
37807,2467,3,2
37808,1282,3,3
37809,2025,5,2
37810,1073,3,2
37811,2087,5,2
37812,1772,2,2
37813,1346,3,2
37814,1323,5,1
37815,1238,2,3
37816,2420,5,2
37817,1336,4,2
37818,1340,3,3
37819,2302,4,2
37820,2376,2,1
37821,1945,5,3
37822,1891,5,1
37823,2486,2,3
37824,1461,4,1
37825,2736,5,3
37826,2316,4,3
37827,1797,4,1
37828,1732,4,1
37829,2430,3,2
37830,1161,4,3
37831,2526,3,3
37832,1447,4,3
37833,2718,4,1
37834,2478,3,1
37835,2908,5,3
37836,1264,5,2
37837,2009,2,3
37838,1131,2,3
37839,2857,5,3
37840,1119,2,2
37841,2915,5,3
37842,2242,2,1
37843,2440,5,2
37844,1671,3,2
37845,1504,2,1
37846,2323,3,2
37847,1108,3,2
37848,2261,3,2
37849,1292,3,3
37850,1987,3,1
37851,2602,4,1
37852,1827,3,1
37853,1186,2,2
37854,2059,3,3
37855,2584,2,3
37856,1255,3,2
37857,2458,2,3
37858,2642,3,1
37859,2031,5,1
37860,1747,4,2
37861,2201,2,2
37862,2265,2,2
37863,1040,3,2
37864,2380,2,1
37865,1756,3,2
37866,1112,4,1
37867,2900,5,3
37868,1767,5,3
37869,2189,4,2
37870,2527,3,1
37871,1853,3,1
37872,1077,4,3
37873,1718,2,2
37874,2846,2,2
37875,1877,2,3
37876,2219,4,2
37877,1401,5,3
37878,1832,5,3
37879,1063,5,1
37880,1651,3,3
37881,1885,4,3
37882,2448,2,3
37883,2065,5,3
37884,1372,5,2
37885,2979,5,1
37886,1305,3,1
37887,1208,3,2
37888,1466,2,2
37889,1931,5,2
37890,2327,5,2
37891,2990,5,1
37892,2608,3,1
37893,2415,2,1
37894,2176,4,1
37895,1646,3,2
37896,1361,5,3
37897,2287,2,3
37898,2239,2,2
37899,1720,4,2
37900,1715,5,1
37901,2645,3,3
37902,1542,3,1
37903,2547,3,3
37904,2662,5,1
37905,2848,5,3
37906,1193,5,1
37907,1651,3,1
37908,2050,5,2
37909,2069,5,1
37910,1646,5,3
37911,2852,4,1
37912,1953,4,1
37913,2081,5,2
37914,2036,5,3
37915,1948,3,2
37916,2635,2,1
37917,1960,5,3
37918,1048,3,1
37919,1802,3,1
37920,2117,2,3
37921,1606,3,2
37922,2680,2,2
37923,2607,5,2
37924,2474,4,1
37925,2402,2,3
37926,1009,5,3
37927,1673,5,2
37928,1725,4,2
37929,1515,3,1
37930,1223,2,3
37931,2404,2,2
37932,2564,3,1
37933,2325,4,1
37934,1202,2,2
37935,1941,2,3
37936,1588,3,2
37937,1570,5,1
37938,1956,4,1
37939,1195,5,1
37940,2345,5,2
37941,1417,3,3
37942,2642,2,2
37943,2365,3,2
37944,2412,5,2
37945,1008,3,2
37946,1531,4,1
37947,1148,5,3
37948,1382,5,1
37949,2552,4,1
37950,2035,3,3
37951,1475,3,2
37952,2617,3,2
37953,1578,2,2
37954,2668,5,3
37955,2979,4,2
37956,2076,5,3
37957,2459,2,2
37958,1205,5,3
37959,2967,4,1
37960,1985,4,3
37961,1914,5,3
37962,1744,2,1
37963,1912,5,3
37964,1053,2,3
37965,2001,3,2
37966,2603,4,3
37967,2513,5,3
37968,2826,4,2
37969,1343,4,1
37970,2192,5,1
37971,2932,3,3
37972,2184,4,1
37973,2550,4,2
37974,1702,2,3
37975,1526,2,3
37976,2310,3,3
37977,2898,5,1
37978,1411,4,1
37979,2545,3,1
37980,1568,5,1
37981,1198,2,1
37982,2184,4,2
37983,1774,4,2
37984,1388,5,1
37985,1473,3,2
37986,2404,4,1
37987,1764,4,3
37988,2654,2,2
37989,1591,3,3
37990,2147,2,1
37991,2848,5,2
37992,2095,5,2
37993,1981,3,3
37994,1993,2,1
37995,1167,5,2
37996,1283,3,1
37997,2517,5,2
37998,2059,4,2
37999,1823,4,2
38000,2198,3,2
38001,2222,5,1
38002,2139,3,1
38003,2959,3,1
38004,2338,3,3
38005,2962,4,1
38006,2243,3,2
38007,1890,4,2
38008,2601,4,3
38009,2800,5,2
38010,1133,3,3
38011,2654,5,1
38012,1121,4,3
38013,1832,3,2
38014,2922,4,3
38015,2021,3,2
38016,2993,3,1
38017,2444,2,3
38018,1894,5,1
38019,2515,2,2
38020,2622,3,2
38021,1288,2,2
38022,2672,4,2
38023,2076,3,2
38024,2228,3,2
38025,2371,3,1
38026,2074,2,1
38027,1838,5,1
38028,2945,5,1
38029,1911,5,3
38030,1039,2,2
38031,1249,4,3
38032,1217,2,3
38033,1178,5,2
38034,2574,2,1
38035,1182,4,3
38036,2759,3,2
38037,2187,3,2
38038,2769,5,3
38039,2400,5,3
38040,1704,4,1
38041,1496,2,2
38042,1596,4,2
38043,1460,4,1
38044,2778,3,3
38045,1473,2,2
38046,1684,3,1
38047,2928,3,2
38048,2060,4,2
38049,2622,3,3
38050,2664,5,2
38051,2729,5,3
38052,1318,3,2
38053,2578,3,2
38054,2435,2,2
38055,1355,5,1
38056,2694,2,3
38057,1616,3,1
38058,2988,5,2
38059,1228,4,3
38060,1728,4,1
38061,2287,3,1
38062,2953,2,3
38063,2510,4,3
38064,1560,4,1
38065,2375,5,3
38066,2465,2,2
38067,1634,2,1
38068,1458,4,3
38069,2838,3,3
38070,1024,4,3
38071,2154,2,2
38072,2964,5,1
38073,1369,2,2
38074,2459,5,3
38075,2247,5,1
38076,2011,5,3
38077,1610,2,1
38078,2375,2,3
38079,2825,3,2
38080,2508,4,2
38081,2220,2,1
38082,1108,5,2
38083,2883,2,1
38084,2243,2,3
38085,2799,4,2
38086,2946,2,3
38087,1719,5,2
38088,2342,4,3
38089,2105,3,2
38090,2560,5,2
38091,2721,5,3
38092,1431,2,2
38093,2920,3,1
38094,2031,4,3
38095,1635,3,1
38096,2172,2,1
38097,2121,3,3
38098,2751,5,1
38099,2124,5,1
38100,2753,3,1
38101,1366,3,1
38102,2485,5,1
38103,1924,3,3
38104,1413,5,3
38105,2282,3,1
38106,2926,4,1
38107,1355,4,1
38108,1010,2,1
38109,2439,5,3
38110,2594,4,3
38111,2273,5,1
38112,2675,4,1
38113,2870,2,3
38114,2573,5,1
38115,2145,4,1
38116,2943,5,1
38117,1064,2,2
38118,2681,2,1
38119,2325,4,1
38120,1124,3,3
38121,1311,2,1
38122,2214,3,1
38123,1774,2,1
38124,2001,4,2
38125,1872,3,3
38126,2473,5,1
38127,2831,2,1
38128,1693,4,3
38129,2182,5,2
38130,2376,3,2
38131,2843,4,2
38132,1989,5,2
38133,1798,4,1
38134,1673,3,1
38135,2286,5,1
38136,2752,2,2
38137,1911,2,1
38138,1405,4,3
38139,1995,2,3
38140,2716,3,3
38141,2626,3,2
38142,2040,5,1
38143,1636,5,1
38144,2283,5,2
38145,2980,4,3
38146,1889,4,2
38147,2378,3,3
38148,1488,3,2
38149,2237,4,2
38150,1238,5,1
38151,1179,4,3
38152,2442,5,1
38153,2707,3,2
38154,2166,5,3
38155,1316,4,1
38156,2267,2,2
38157,1231,3,3
38158,2707,3,1
38159,2812,4,2
38160,2612,4,2
38161,2326,3,2
38162,1330,4,1
38163,1560,5,1
38164,1948,5,1
38165,1247,5,2
38166,1282,2,2
38167,2310,4,1
38168,1939,5,3
38169,1031,3,1
38170,2523,5,3
38171,2693,5,2
38172,1529,4,2
38173,1380,3,3
38174,1062,2,1
38175,1127,3,2
38176,2551,5,3
38177,1162,2,2
38178,1957,2,1
38179,2274,2,1
38180,2672,2,3
38181,2853,2,3
38182,1294,4,1
38183,1178,5,3
38184,1228,2,1
38185,1882,5,2
38186,1393,4,3
38187,1691,4,2
38188,2419,4,1
38189,1071,3,3
38190,1317,3,2
38191,2922,2,3
38192,1594,4,2
38193,1378,3,1
38194,1906,4,2
38195,1135,3,1
38196,1729,4,3
38197,2644,3,3
38198,2401,5,3
38199,2942,2,3
38200,2142,2,1
38201,1905,5,3
38202,1529,2,1
38203,2867,4,2
38204,1934,2,2
38205,1665,2,3
38206,1522,3,1
38207,2673,3,2
38208,1386,5,1
38209,1573,3,2
38210,1582,5,3
38211,1572,2,2
38212,1643,3,3
38213,1572,3,3
38214,2927,2,2
38215,1869,3,3
38216,2292,4,1
38217,2547,3,1
38218,1546,4,1
38219,2509,5,2
38220,1437,3,2
38221,2586,3,2
38222,1554,4,1
38223,2763,2,1
38224,1110,5,2
38225,2345,5,3
38226,1526,4,3
38227,1176,2,2
38228,1673,3,3
38229,2574,2,3
38230,2561,2,2
38231,1623,4,2
38232,2988,2,2
38233,1943,2,2
38234,1472,4,3
38235,2586,2,2
38236,1993,2,2
38237,1878,5,2
38238,2411,4,1
38239,2121,4,1
38240,2434,4,3
38241,2398,2,2
38242,1169,5,2
38243,2013,5,2
38244,1055,3,1
38245,2756,4,2
38246,1324,5,1
38247,1657,5,2
38248,1956,5,2
38249,1259,4,1
38250,1640,2,2
38251,1561,3,1
38252,1339,3,3
38253,2861,2,1
38254,1403,4,3
38255,1531,5,2
38256,2197,2,1
38257,1794,3,3
38258,2561,4,2
38259,2183,5,1
38260,2033,3,2
38261,1593,3,3
38262,2279,3,1
38263,1616,5,2
38264,1651,3,2
38265,1713,4,3
38266,1343,4,1
38267,2559,5,1
38268,2396,4,2
38269,2458,2,3
38270,2957,4,2
38271,1045,3,2
38272,2752,3,1
38273,1903,4,2
38274,1054,4,1
38275,2101,5,1
38276,2514,5,1
38277,2694,2,2
38278,1855,4,1
38279,2295,2,1
38280,1659,4,1
38281,2573,2,3
38282,1110,4,3
38283,2038,4,1
38284,1077,4,2
38285,1500,2,2
38286,1587,3,3
38287,1417,5,3
38288,2863,5,2
38289,1274,2,1
38290,2517,4,3
38291,2220,3,1
38292,2399,2,3
38293,2754,2,2
38294,2086,5,3
38295,2384,5,3
38296,1972,3,3
38297,2567,4,1
38298,1990,3,2
38299,2768,5,3
38300,2133,4,1
38301,2700,3,2
38302,1193,2,1
38303,2542,2,2
38304,2967,2,1
38305,2674,4,2
38306,2482,4,1
38307,1854,5,3
38308,1798,3,2
38309,2963,4,1
38310,1300,4,3
38311,1967,3,3
38312,1567,5,2
38313,1671,4,1
38314,2519,3,3
38315,1148,4,3
38316,2822,4,2
38317,1768,5,3
38318,2484,2,1
38319,1138,4,3
38320,1860,5,3
38321,2859,3,2
38322,1291,3,3
38323,1334,2,3
38324,1698,3,1
38325,2858,2,2
38326,2207,4,2
38327,1306,2,2
38328,1924,4,2
38329,1980,3,2
38330,1897,2,2
38331,2285,5,2
38332,1926,3,3
38333,2333,3,1
38334,1343,3,2
38335,2447,3,3
38336,1656,3,3
38337,2796,5,1
38338,2537,5,2
38339,2849,5,2
38340,2547,2,1
38341,1260,3,3
38342,2385,2,2
38343,2979,2,2
38344,1168,2,1
38345,1659,3,3
38346,1199,3,3
38347,2408,2,3
38348,2335,3,2
38349,1581,2,3
38350,2335,3,1
38351,1565,3,1
38352,1394,2,1
38353,2794,5,1
38354,1350,3,3
38355,1027,2,1
38356,2902,2,2
38357,2898,3,2
38358,1631,3,2
38359,2156,2,3
38360,1379,2,3
38361,2625,2,3
38362,1527,4,3
38363,2310,3,1
38364,2307,4,1
38365,1902,2,1
38366,2765,4,1
38367,2672,5,1
38368,1806,2,1
38369,1226,5,2
38370,2450,4,3
38371,1026,5,3
38372,2355,4,1
38373,2140,3,2
38374,1088,3,1
38375,1618,4,1
38376,2756,2,1
38377,2758,3,3
38378,1121,4,3
38379,2917,2,2
38380,1865,3,2
38381,1032,4,1
38382,1602,2,2
38383,1695,2,2
38384,1887,4,2
38385,2793,5,1
38386,2421,5,1
38387,1524,5,3
38388,2047,5,1
38389,2348,2,3
38390,1033,5,2
38391,1246,4,2
38392,2878,2,1
38393,2042,5,3
38394,2053,4,2
38395,1048,3,2
38396,2962,2,2
38397,1911,4,3
38398,1179,5,3
38399,2393,4,1
38400,2907,2,1
38401,1737,3,2
38402,2968,5,2
38403,2418,4,1
38404,1589,3,3
38405,1495,2,3
38406,1430,5,3
38407,2230,3,1
38408,2058,2,3
38409,2785,5,1
38410,2606,4,2
38411,2436,3,3
38412,1363,2,3
38413,1309,4,1
38414,1981,5,3
38415,2302,3,3
38416,2175,2,1
38417,1226,3,1
38418,2266,4,3
38419,1009,4,2
38420,2852,2,1
38421,2415,3,1
38422,1047,3,1
38423,2647,4,1
38424,1203,3,1
38425,1988,3,1
38426,1893,3,1
38427,1156,2,3
38428,1854,4,2
38429,1025,5,2
38430,1420,2,2
38431,2843,4,1
38432,2701,2,1
38433,1760,5,2
38434,1773,2,3
38435,1263,2,1
38436,2552,5,2
38437,1587,3,2
38438,1957,4,2
38439,1469,5,2
38440,1253,2,3
38441,2741,3,1
38442,2569,2,3
38443,2170,3,3
38444,2349,2,1
38445,2361,4,3
38446,1739,4,1
38447,1117,2,1
38448,2188,5,2
38449,1549,2,3
38450,1910,2,3
38451,1869,5,1
38452,1807,5,2
38453,2672,2,2
38454,1820,3,2
38455,2781,4,1
38456,2221,3,1
38457,2397,5,3
38458,2601,4,3
38459,2615,2,1
38460,1563,4,3
38461,2152,2,3
38462,1413,2,3
38463,2403,5,1
38464,1879,3,1
38465,1992,5,1
38466,1000,5,1
38467,1166,4,3
38468,1015,3,3
38469,1656,3,1
38470,1111,3,3
38471,2391,3,3
38472,2125,4,3
38473,1593,4,3
38474,2429,5,2
38475,1506,5,2
38476,2634,3,1
38477,1670,5,1
38478,2063,4,3
38479,2690,5,2
38480,2571,2,1
38481,2404,5,1
38482,1758,4,2
38483,2539,3,1
38484,1496,2,1
38485,2909,2,2
38486,1964,2,3
38487,1280,5,2
38488,1350,5,1
38489,1333,2,2
38490,2949,2,3
38491,2966,3,1
38492,1760,3,1
38493,2547,2,1
38494,2306,3,3
38495,2964,4,1
38496,1727,5,1
38497,2342,3,3
38498,1822,4,2
38499,2437,5,3
38500,2617,3,2
38501,1013,5,1
38502,2079,4,3
38503,2426,4,3
38504,1341,5,2
38505,2817,2,3
38506,1198,3,2
38507,2883,2,2
38508,1677,4,2
38509,2988,5,3
38510,2315,3,1
38511,1657,3,3
38512,2464,2,2
38513,1077,3,1
38514,1111,3,3
38515,1534,3,1
38516,2398,4,1
38517,2139,2,1
38518,2165,4,2
38519,1991,5,2
38520,2220,5,1
38521,1789,2,1
38522,2563,5,2
38523,2322,4,2
38524,2099,4,2
38525,1529,4,2
38526,1099,4,2
38527,2502,2,2
38528,1972,3,3
38529,2491,5,2
38530,2659,2,1
38531,2900,3,3
38532,2315,2,2
38533,2014,5,2
38534,1124,2,2
38535,2014,5,2
38536,1518,2,1
38537,1022,2,1
38538,1161,4,3
38539,1628,2,1
38540,1505,2,2
38541,1881,3,2
38542,2887,4,3
38543,2044,5,3
38544,2787,4,2
38545,2861,2,1
38546,2487,5,3
38547,1482,2,3
38548,2525,4,1
38549,2966,4,3
38550,1308,2,1
38551,2619,2,2
38552,1873,2,1
38553,2576,3,3
38554,1202,4,2
38555,2439,3,3
38556,1639,4,1
38557,1141,4,3
38558,2879,5,3
38559,2003,5,1
38560,1614,4,2
38561,1106,5,2
38562,1528,4,3
38563,2560,4,1
38564,1575,2,3
38565,1968,5,2
38566,2877,3,1
38567,2910,3,3
38568,2772,5,3
38569,1687,4,1
38570,1290,3,3
38571,1804,5,2
38572,2334,3,1
38573,2936,2,3
38574,1667,4,2
38575,1384,2,2
38576,2076,3,2
38577,2608,4,3
38578,2206,4,3
38579,2392,4,1
38580,1700,5,1
38581,1012,5,1
38582,2582,4,1
38583,1959,4,1
38584,1159,4,2
38585,2307,2,1
38586,1564,2,2
38587,2310,3,3
38588,1007,4,1
38589,1071,4,2
38590,1891,2,3
38591,1097,3,1
38592,1086,3,1
38593,2865,4,3
38594,1100,5,1
38595,1280,3,3
38596,1882,3,1
38597,2312,4,3
38598,1748,4,2
38599,1195,4,2
38600,1390,2,3
38601,1608,4,3
38602,1449,5,2
38603,2391,5,2
38604,2453,3,2
38605,2119,2,2
38606,2284,3,1
38607,2535,2,2
38608,1120,4,2
38609,2389,3,1
38610,2808,5,1
38611,1331,2,1
38612,2075,3,2
38613,2419,5,3
38614,1317,5,2
38615,1674,4,3
38616,1701,2,1
38617,2300,3,1
38618,2620,5,1
38619,2217,2,2
38620,1692,4,3
38621,2016,2,2
38622,1020,2,2
38623,1398,3,1
38624,2738,2,1
38625,1201,4,1
38626,1465,5,1
38627,2174,3,1
38628,1895,5,1
38629,2182,2,2
38630,1309,4,2
38631,2974,5,3
38632,1503,4,2
38633,1025,2,1
38634,2844,2,1
38635,1065,5,3
38636,2958,3,1
38637,1262,4,3
38638,1471,4,3
38639,1166,4,1
38640,1799,2,2
38641,2177,2,2
38642,1342,5,2
38643,1717,5,3
38644,1412,2,2
38645,2688,3,3
38646,2207,4,3
38647,2694,4,1
38648,2217,2,1
38649,2025,3,2
38650,2238,3,1
38651,1686,3,2
38652,2610,3,3
38653,1796,3,1
38654,2662,5,2
38655,1482,2,1
38656,2584,2,1
38657,2992,2,3
38658,2055,4,1
38659,2693,3,2
